claim_id,edge_key,relation_type,source_id,target_id,label,confidence,claim_type,confidence_grade,evidence_refs,primary_source_id,claim_excerpt,citation_locator,access_date,review_status,canonical_decision,reviewer,last_reviewed,notes
CLM-0224,parent|P101|P67|,parent,P101,P67,,c,direct,B,SRC-MRF-KINGS|SRC-WIKI-MONARCHS,SRC-MRF-KINGS,Maldives Kings List family/genealogy content lists P101 Donna Francisca Vasconcellos as parent of P67 Philippe’.,"SRC-MRF-KINGS r.jina mirror (https://r.jina.ai/http://maldivesroyalfamily.com/maldives_kings_list.full.shtml), dynasty/lineage entry context for P101 Donna Francisca Vasconcellos and P67 Philippe’ (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0225,parent|P101|P96|,parent,P101,P96,,c,direct,B,SRC-MRF-KINGS|SRC-WIKI-MONARCHS,SRC-MRF-KINGS,Maldives Kings List family/genealogy content lists P101 Donna Francisca Vasconcellos as parent of P96 Donna Ines.,"SRC-MRF-KINGS r.jina mirror (https://r.jina.ai/http://maldivesroyalfamily.com/maldives_kings_list.full.shtml), dynasty/lineage entry context for P101 Donna Francisca Vasconcellos and P96 Donna Ines (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0226,parent|P102|P103|,parent,P102,P103,,c,direct,B,SRC-MRF-HILAALY|SRC-MRF-UTHEEM,SRC-MRF-HILAALY,Royal House of Hilaaly family/genealogy content lists P102 Kalhu Ali Thakurufan of Utheemu as parent of P103 Hussain Thakurufan.,"SRC-MRF-HILAALY r.jina mirror (https://r.jina.ai/http://maldivesroyalfamily.com/maldives_hilaaly.shtml), dynasty/lineage entry context for P102 Kalhu Ali Thakurufan of Utheemu and P103 Hussain Thakurufan (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0227,parent|P103|P104|,parent,P103,P104,,c,direct,A,SRC-MRF-UTHEEM|SRC-WIKI-MONARCHS,SRC-MRF-UTHEEM,Utheem Dynasty family/genealogy content lists P103 Hussain Thakurufan as parent of P104 Mohamed Thakurufaanu al-Auzam.,"SRC-MRF-UTHEEM r.jina mirror (https://r.jina.ai/http://maldivesroyalfamily.com/maldives_utheem.shtml), dynasty/lineage entry context for P103 Hussain Thakurufan and P104 Mohamed Thakurufaanu al-Auzam (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0228,parent|P104|P106|,parent,P104,P106,,c,direct,B,SRC-MRF-UTHEEM,SRC-MRF-UTHEEM,Utheem Dynasty family/genealogy content lists P104 Mohamed Thakurufaanu al-Auzam as parent of P106 Ibrahim Kalaafaan.,"SRC-MRF-UTHEEM r.jina mirror (https://r.jina.ai/http://maldivesroyalfamily.com/maldives_utheem.shtml), dynasty/lineage entry context for P104 Mohamed Thakurufaanu al-Auzam and P106 Ibrahim Kalaafaan (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0229,parent|P107|P30|,parent,P107,P30,,c,direct,B,SRC-MRF-HILAALY|SRC-WIKI-MONARCHS,SRC-MRF-HILAALY,Royal House of Hilaaly family/genealogy content lists P107 Golaavahi Kambulo as parent of P30 Hassan.,"SRC-MRF-HILAALY r.jina mirror (https://r.jina.ai/http://maldivesroyalfamily.com/maldives_hilaaly.shtml), dynasty/lineage entry context for P107 Golaavahi Kambulo and P30 Hassan (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0230,parent|P108|P30|,parent,P108,P30,,c,direct,B,SRC-MRF-HILAALY|SRC-WIKI-MONARCHS,SRC-MRF-HILAALY,Royal House of Hilaaly family/genealogy content lists P108 Kulhiveri Hilaal Kaiulhanna Kaloge as parent of P30 Hassan.,"SRC-MRF-HILAALY r.jina mirror (https://r.jina.ai/http://maldivesroyalfamily.com/maldives_hilaaly.shtml), dynasty/lineage entry context for P108 Kulhiveri Hilaal Kaiulhanna Kaloge and P30 Hassan (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0231,parent|P109|P108|,parent,P109,P108,,c,direct,B,SRC-MRF-HILAALY,SRC-MRF-HILAALY,Royal House of Hilaaly family/genealogy content lists P109 Muslim Abbas of Hilaal as parent of P108 Kulhiveri Hilaal Kaiulhanna Kaloge.,"SRC-MRF-HILAALY r.jina mirror (https://r.jina.ai/http://maldivesroyalfamily.com/maldives_hilaaly.shtml), dynasty/lineage entry context for P109 Muslim Abbas of Hilaal and P108 Kulhiveri Hilaal Kaiulhanna Kaloge (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0232,parent|P110|P114|,parent,P110,P114,,c,direct,B,SRC-WIKI-AMIN-DIDI,SRC-WIKI-AMIN-DIDI,Mohamed Amin Didi family/genealogy content lists P110 Mohamed Amin Didi as parent of P114 Ameena Mohamed Amin.,"SRC-WIKI-AMIN-DIDI raw page (https://en.wikipedia.org/w/index.php?title=Mohamed_Amin_Didi&action=raw), infobox/biographical family fields linking P110 Mohamed Amin Didi and P114 Ameena Mohamed Amin (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0233,parent|P111|P190|,parent,P111,P190,,c,direct,B,SRC-WIKI-HASSAN-FARID,SRC-WIKI-HASSAN-FARID,Hassan Farid Didi family/genealogy content lists P111 Prince Abdul Majeed Didi as parent of P190 Hassan Fareed Didi.,"SRC-WIKI-HASSAN-FARID raw page (https://en.wikipedia.org/w/index.php?title=Hassan_Farid_Didi&action=raw), infobox/biographical family fields linking P111 Prince Abdul Majeed Didi and P190 Hassan Fareed Didi (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0234,parent|P111|P191|,parent,P111,P191,,c,direct,B,SRC-WIKI-IBRAHIM-FAREED,SRC-WIKI-IBRAHIM-FAREED,Ibrahim Fareed Didi family/genealogy content lists P111 Prince Abdul Majeed Didi as parent of P191 Ibrahim Fareed Didi.,"SRC-WIKI-IBRAHIM-FAREED raw page (https://en.wikipedia.org/w/index.php?title=Ibrahim_Fareed_Didi&action=raw), infobox/biographical family fields linking P111 Prince Abdul Majeed Didi and P191 Ibrahim Fareed Didi (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0235,parent|P111|P95|,parent,P111,P95,,c,direct,B,SRC-WIKI-ABDUL-MAJEED|SRC-WIKI-MUHAMMAD-FAREED,SRC-WIKI-ABDUL-MAJEED,Abdul Majeed Didi family/genealogy content lists P111 Prince Abdul Majeed Didi as parent of P95 Mohamed Farid.,"SRC-WIKI-ABDUL-MAJEED raw page (https://en.wikipedia.org/w/index.php?title=Abdul_Majeed_Didi&action=raw), infobox/biographical family fields linking P111 Prince Abdul Majeed Didi and P95 Mohamed Farid (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0236,parent|P112|P110|,parent,P112,P110,,c,direct,A,SRC-PO-AMIN,SRC-PO-AMIN,Official former-president profile states Mohamed Amin was born as son of Ahmed Didi and Nayaage Aishath Didi. (pair: P112 Roanugey Aishath Didi -> P110 Mohamed Amin Didi).,"SRC-PO-AMIN profile (presidency.gov.mv/PO/FormerPresident/7), lines 49-52 in 2026-02-08 extraction snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from official profile text. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0237,parent|P113|P114|,parent,P113,P114,,c,direct,B,SRC-WIKI-AMIN-DIDI,SRC-WIKI-AMIN-DIDI,Mohamed Amin Didi family/genealogy content lists P113 Fathimath Saeed as parent of P114 Ameena Mohamed Amin.,"SRC-WIKI-AMIN-DIDI raw page (https://en.wikipedia.org/w/index.php?title=Mohamed_Amin_Didi&action=raw), infobox/biographical family fields linking P113 Fathimath Saeed and P114 Ameena Mohamed Amin (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0238,parent|P115|P124|,parent,P115,P124,,c,direct,B,SRC-WIKI-IBRAHIM-NASIR,SRC-WIKI-IBRAHIM-NASIR,Wikipedia raw infobox issue field lists Ali Nasir as child of Ibrahim Nasir. (pair: P115 Ibrahim Nasir -> P124 Ali Nasir).,"SRC-WIKI-IBRAHIM-NASIR raw page (w/index.php?title=Ibrahim_Nasir&action=raw), infobox issue line 78 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from raw infobox issue field. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0239,parent|P115|P143|,parent,P115,P143,,c,direct,B,SRC-WIKI-IBRAHIM-NASIR,SRC-WIKI-IBRAHIM-NASIR,Wikipedia raw infobox issue field lists Ahmed Nasir as child of Ibrahim Nasir. (pair: P115 Ibrahim Nasir -> P143 Ahmed Nasir).,"SRC-WIKI-IBRAHIM-NASIR raw page (w/index.php?title=Ibrahim_Nasir&action=raw), infobox issue line 78 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from raw infobox issue field. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0240,parent|P115|P144|,parent,P115,P144,,c,direct,B,SRC-WIKI-IBRAHIM-NASIR,SRC-WIKI-IBRAHIM-NASIR,Wikipedia raw infobox issue field lists Mohamed Nasir as child of Ibrahim Nasir. (pair: P115 Ibrahim Nasir -> P144 Mohamed Nasir).,"SRC-WIKI-IBRAHIM-NASIR raw page (w/index.php?title=Ibrahim_Nasir&action=raw), infobox issue line 78 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from raw infobox issue field. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0241,parent|P115|P145|,parent,P115,P145,,c,direct,B,SRC-WIKI-IBRAHIM-NASIR,SRC-WIKI-IBRAHIM-NASIR,Wikipedia raw infobox issue field lists Ibrahim Nasir (junior) as child of Ibrahim Nasir. (pair: P115 Ibrahim Nasir -> P145 Ibrahim Nasir (son of President Ibrahim Nasir)).,"SRC-WIKI-IBRAHIM-NASIR raw page (w/index.php?title=Ibrahim_Nasir&action=raw), infobox issue line 78 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from raw infobox issue field. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0242,parent|P115|P146|,parent,P115,P146,,c,direct,B,SRC-WIKI-IBRAHIM-NASIR,SRC-WIKI-IBRAHIM-NASIR,Wikipedia raw infobox issue field lists Ismail Nasir as child of Ibrahim Nasir. (pair: P115 Ibrahim Nasir -> P146 Ismail Nasir).,"SRC-WIKI-IBRAHIM-NASIR raw page (w/index.php?title=Ibrahim_Nasir&action=raw), infobox issue line 78 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from raw infobox issue field. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0243,parent|P115|P147|,parent,P115,P147,,c,direct,B,SRC-WIKI-IBRAHIM-NASIR,SRC-WIKI-IBRAHIM-NASIR,Wikipedia raw infobox issue field lists Aishath Nasir as child of Ibrahim Nasir. (pair: P115 Ibrahim Nasir -> P147 Aishath Nasir).,"SRC-WIKI-IBRAHIM-NASIR raw page (w/index.php?title=Ibrahim_Nasir&action=raw), infobox issue line 78 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from raw infobox issue field. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0244,parent|P116|P115|,parent,P116,P115,,c,direct,A,SRC-PO-NASIR,SRC-PO-NASIR,Official former-president profile states Ibrahim Nasir was son of Ahmed Didi and Nayaage Aishath Didi. (pair: P116 Ahmed Didi -> P115 Ibrahim Nasir).,"SRC-PO-NASIR profile (presidency.gov.mv/PO/FormerPresident/6), lines 48-50 in 2026-02-08 extraction snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from official profile text. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0245,parent|P117|P115|,parent,P117,P115,,c,direct,A,SRC-PO-NASIR,SRC-PO-NASIR,Official former-president profile states Ibrahim Nasir was son of Ahmed Didi and Nayaage Aishath Didi. (pair: P117 Nayaage Aishath Didi -> P115 Ibrahim Nasir).,"SRC-PO-NASIR profile (presidency.gov.mv/PO/FormerPresident/6), lines 48-50 in 2026-02-08 extraction snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from official profile text. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0246,parent|P118|P124|,parent,P118,P124,,c,direct,B,SRC-WIKI-IBRAHIM-NASIR,SRC-WIKI-IBRAHIM-NASIR,Wikipedia raw infobox spouse and issue fields place Mariyam Saeeda Didi as spouse in the child-bearing set that includes Ali Nasir. (pair: P118 Mariyam Saeeda Didi -> P124 Ali Nasir).,"SRC-WIKI-IBRAHIM-NASIR raw page, infobox spouse line 76 with issue grouping at line 78 (2026-02-08 snapshot). URL anchor: https://en.wikipedia.org/w/index.php?title=Ibrahim_Nasir&action=raw. Node pair: P118 Mariyam Saeeda Didi <-> P124 Ali Nasir (parent), 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from spouse+issue infobox grouping. Locator URL-normalized in Phase 1 batch E for explicit source anchorability. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0247,parent|P118|P145|,parent,P118,P145,,c,direct,B,SRC-WIKI-IBRAHIM-NASIR,SRC-WIKI-IBRAHIM-NASIR,Wikipedia raw infobox spouse and issue fields place Mariyam Saeeda Didi as spouse in the child-bearing set that includes Ibrahim Nasir (junior). (pair: P118 Mariyam Saeeda Didi -> P145 Ibrahim Nasir (son of President Ibrahim Nasir)).,"SRC-WIKI-IBRAHIM-NASIR raw page, infobox spouse line 76 with issue grouping at line 78 (2026-02-08 snapshot). URL anchor: https://en.wikipedia.org/w/index.php?title=Ibrahim_Nasir&action=raw. Node pair: P118 Mariyam Saeeda Didi <-> P145 Ibrahim Nasir (son of President Ibrahim Nasir) (parent), 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from spouse+issue infobox grouping. Locator URL-normalized in Phase 1 batch E for explicit source anchorability. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0248,parent|P119|P150|,parent,P119,P150,,c,direct,B,SRC-WIKI-MAUMOON,SRC-WIKI-MAUMOON,Wikipedia raw infobox issue field lists Dunya Maumoon as child of Maumoon Abdul Gayoom. (pair: P119 Maumoon Abdul Gayoom -> P150 Dunya Maumoon).,"SRC-WIKI-MAUMOON raw page (w/index.php?title=Maumoon_Abdul_Gayoom&action=raw), issue line 35 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from raw infobox issue field. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0249,parent|P119|P151|,parent,P119,P151,,c,direct,B,SRC-WIKI-MAUMOON,SRC-WIKI-MAUMOON,Wikipedia raw infobox issue field lists Yumna Maumoon as child of Maumoon Abdul Gayoom. (pair: P119 Maumoon Abdul Gayoom -> P151 Yumna Maumoon).,"SRC-WIKI-MAUMOON raw page, issue line 35 snapshot. URL anchor: https://en.wikipedia.org/w/index.php?title=Maumoon_Abdul_Gayoom&action=raw. Node pair: P119 Maumoon Abdul Gayoom <-> P151 Yumna Maumoon (parent), 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from raw infobox issue field. Locator URL-normalized in Phase 1 batch E for explicit source anchorability. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0250,parent|P119|P152|,parent,P119,P152,,c,direct,B,SRC-WIKI-MAUMOON,SRC-WIKI-MAUMOON,Wikipedia raw infobox issue field lists Faris Maumoon as child of Maumoon Abdul Gayoom. (pair: P119 Maumoon Abdul Gayoom -> P152 Faris Maumoon).,"SRC-WIKI-MAUMOON raw page, issue line 35 snapshot. URL anchor: https://en.wikipedia.org/w/index.php?title=Maumoon_Abdul_Gayoom&action=raw. Node pair: P119 Maumoon Abdul Gayoom <-> P152 Faris Maumoon (parent), 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from raw infobox issue field. Locator URL-normalized in Phase 1 batch E for explicit source anchorability. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0251,parent|P119|P153|,parent,P119,P153,,c,direct,B,SRC-WIKI-MAUMOON,SRC-WIKI-MAUMOON,Wikipedia raw infobox issue field lists Ghassan Maumoon as child of Maumoon Abdul Gayoom. (pair: P119 Maumoon Abdul Gayoom -> P153 Ghassan Maumoon).,"SRC-WIKI-MAUMOON raw page, issue line 35 snapshot. URL anchor: https://en.wikipedia.org/w/index.php?title=Maumoon_Abdul_Gayoom&action=raw. Node pair: P119 Maumoon Abdul Gayoom <-> P153 Ghassan Maumoon (parent), 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from raw infobox issue field. Locator URL-normalized in Phase 1 batch E for explicit source anchorability. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0252,parent|P120|P119|,parent,P120,P119,,c,direct,B,SRC-WIKI-MAUMOON|SRC-PO-YAMEEN,SRC-WIKI-MAUMOON,Wikipedia raw infobox father field names Abdul Gayoom Ibrahim as father of Maumoon Abdul Gayoom. (pair: P120 Abdul Gayoom Ibrahim -> P119 Maumoon Abdul Gayoom).,"SRC-WIKI-MAUMOON raw page, father line 37 snapshot. URL anchor: https://en.wikipedia.org/w/index.php?title=Maumoon_Abdul_Gayoom&action=raw. Node pair: P120 Abdul Gayoom Ibrahim <-> P119 Maumoon Abdul Gayoom (parent), 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from raw infobox father field. Locator URL-normalized in Phase 1 batch E for explicit source anchorability. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0253,parent|P120|P121|,parent,P120,P121,,c,direct,A,SRC-PO-YAMEEN,SRC-PO-YAMEEN,Official former-president profile states Abdulla Yameen is son of Abdul Gayoom Ibrahim. (pair: P120 Abdul Gayoom Ibrahim -> P121 Abdulla Yameen Abdul Gayoom).,"SRC-PO-YAMEEN profile (presidency.gov.mv/PO/FormerPresident/1), lines 43-44 in 2026-02-08 extraction snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from official profile text. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0254,parent|P122|P125|,parent,P122,P125,,c,direct,B,SRC-WIKI-NASHEED,SRC-WIKI-NASHEED,Wikipedia raw infobox issue field lists Meera Laila Nasheed as child of Mohamed Nasheed. (pair: P122 Mohamed Nasheed -> P125 Meera Laila Nasheed).,"SRC-WIKI-NASHEED raw page (w/index.php?title=Mohamed_Nasheed&action=raw), issue line 35 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from raw infobox issue field. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0255,parent|P122|P126|,parent,P122,P126,,c,direct,B,SRC-WIKI-NASHEED,SRC-WIKI-NASHEED,Wikipedia raw infobox issue field lists Zaya Laila Nasheed as child of Mohamed Nasheed. (pair: P122 Mohamed Nasheed -> P126 Zaya Laila Nasheed).,"SRC-WIKI-NASHEED raw page, issue line 35 snapshot. URL anchor: https://en.wikipedia.org/w/index.php?title=Mohamed_Nasheed&action=raw. Node pair: P122 Mohamed Nasheed <-> P126 Zaya Laila Nasheed (parent), 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from raw infobox issue field. Locator URL-normalized in Phase 1 batch E for explicit source anchorability. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0256,parent|P123|P125|,parent,P123,P125,,c,direct,B,SRC-WIKI-NASHEED,SRC-WIKI-NASHEED,Wikipedia raw infobox spouse and issue fields support Laila Ali Abdulla as spouse in the child list including Meera Laila Nasheed. (pair: P123 Laila Ali Abdulla -> P125 Meera Laila Nasheed).,"SRC-WIKI-NASHEED raw page, spouse line 32 and issue line 35 snapshot. URL anchor: https://en.wikipedia.org/w/index.php?title=Mohamed_Nasheed&action=raw. Node pair: P123 Laila Ali Abdulla <-> P125 Meera Laila Nasheed (parent), 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from spouse+issue infobox fields. Locator URL-normalized in Phase 1 batch E for explicit source anchorability. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0257,parent|P123|P126|,parent,P123,P126,,c,direct,B,SRC-WIKI-NASHEED,SRC-WIKI-NASHEED,Wikipedia raw infobox spouse and issue fields support Laila Ali Abdulla as spouse in the child list including Zaya Laila Nasheed. (pair: P123 Laila Ali Abdulla -> P126 Zaya Laila Nasheed).,"SRC-WIKI-NASHEED raw page, spouse line 32 and issue line 35 snapshot. URL anchor: https://en.wikipedia.org/w/index.php?title=Mohamed_Nasheed&action=raw. Node pair: P123 Laila Ali Abdulla <-> P126 Zaya Laila Nasheed (parent), 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from spouse+issue infobox fields. Locator URL-normalized in Phase 1 batch E for explicit source anchorability. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0258,parent|P127|P122|,parent,P127,P122,,c,direct,B,SRC-ATOLL-NASHEED-PARENTS,SRC-ATOLL-NASHEED-PARENTS,Atoll Times report names Mohamed Nasheed’s father as Abdul Sattar Umar. (pair: P127 Abdul Sattar Umar -> P122 Mohamed Nasheed).,"SRC-ATOLL-NASHEED-PARENTS article (atolltimes.mv/post/news/3844), lines 27-28 in 2026-02-08 extraction snapshot. URL anchor: https://atolltimes.mv/post/news/3844. Node pair: P127 Abdul Sattar Umar <-> P122 Mohamed Nasheed (parent), 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from named parent statement in news report. Locator URL-normalized in Phase 1 batch E for explicit source anchorability. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0259,parent|P128|P122|,parent,P128,P122,,c,direct,B,SRC-ATOLL-NASHEED-PARENTS,SRC-ATOLL-NASHEED-PARENTS,Atoll Times report names Mohamed Nasheed’s mother as Abida Mohamed. (pair: P128 Abida Mohamed -> P122 Mohamed Nasheed).,"SRC-ATOLL-NASHEED-PARENTS article (atolltimes.mv/post/news/3844), lines 27-28 in 2026-02-08 extraction snapshot. URL anchor: https://atolltimes.mv/post/news/3844. Node pair: P128 Abida Mohamed <-> P122 Mohamed Nasheed (parent), 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Locator extraction completed from named parent statement in news report. Locator URL-normalized in Phase 1 batch E for explicit source anchorability. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0260,parent|P129|P190|,parent,P129,P190,,c,direct,B,SRC-WIKI-HASSAN-FARID,SRC-WIKI-HASSAN-FARID,Hassan Farid Didi family/genealogy content lists P129 Princess Veyogey Dhon Goma as parent of P190 Hassan Fareed Didi.,"SRC-WIKI-HASSAN-FARID raw page (https://en.wikipedia.org/w/index.php?title=Hassan_Farid_Didi&action=raw), infobox/biographical family fields linking P129 Princess Veyogey Dhon Goma and P190 Hassan Fareed Didi (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0261,parent|P129|P191|,parent,P129,P191,,c,direct,B,SRC-WIKI-IBRAHIM-FAREED,SRC-WIKI-IBRAHIM-FAREED,Ibrahim Fareed Didi family/genealogy content lists P129 Princess Veyogey Dhon Goma as parent of P191 Ibrahim Fareed Didi.,"SRC-WIKI-IBRAHIM-FAREED raw page (https://en.wikipedia.org/w/index.php?title=Ibrahim_Fareed_Didi&action=raw), infobox/biographical family fields linking P129 Princess Veyogey Dhon Goma and P191 Ibrahim Fareed Didi (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0262,parent|P129|P95|,parent,P129,P95,,c,direct,B,SRC-WIKI-MUHAMMAD-FAREED|SRC-MRF-KINGS,SRC-WIKI-MUHAMMAD-FAREED,Muhammad Fareed Didi family/genealogy content lists P129 Princess Veyogey Dhon Goma as parent of P95 Mohamed Farid.,"SRC-WIKI-MUHAMMAD-FAREED raw page (https://en.wikipedia.org/w/index.php?title=Muhammad_Fareed_Didi&action=raw), infobox/biographical family fields linking P129 Princess Veyogey Dhon Goma and P95 Mohamed Farid (parent) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-conflict-c,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch A approved 2026-02-08; curated-inference support claim. Phase 5 conflict batch C reviewed 2026-02-08 for P87/P90/P91/P95/P129 corridor.
